id,source,group,group_en,group_ru,group_he,equipment,name_en,name_ru,name_he,movement_type,category,has_image,has_technique
mm_weighted_sit_ups_with_bands_852,mm,abdominals,Abdominals,Пресс,בטן,other,Weighted Sit-Ups - With Bands,Скручивания с отягощением - с эспандером,כפיפות בטן עם משקולות - עם רצועות,isolation,strength,yes,yes
mm_weighted_squat_853,mm,legs,Legs,Ноги,רגליים,other,Weighted Squat,Приседания со штангой,סקווט משקולות,compound,strength,yes,yes
mm_wide_grip_barbell_bench_press_854,mm,chest,Chest,Грудь,חזה,barbell,Wide-Grip Barbell Bench Press,Жим лежа на скамье со штангой широким хватом,עמידה שטוחה עם מוט צמוד,compound,strength,yes,yes
mm_wide_grip_decline_barbell_bench_press_855,mm,chest,Chest,Грудь,חזה,barbell,Wide-Grip Decline Barbell Bench Press,Жим лежа на наклонной скамье со штангой широким хватом,עמידה מוארכת עם מוט צמוד,compound,strength,yes,yes
mm_wide_grip_decline_barbell_pullover_856,mm,back,Back,Спина,גב,barbell,Wide-Grip Decline Barbell Pullover,Тяга штанги на наклонной скамье широким хватом,"משיכת מקבילים עם מוט על ספה מוטה, באחיזה רחבה",isolation,strength,yes,yes
mm_wide_grip_lat_pulldown_857,mm,back,Back,Спина,גב,cable,Wide-Grip Lat Pulldown,Тяга верхнего блока широким хватом,"משיכת מקבילים עם משקולת עליה, באחיזה רחבה",compound,strength,yes,yes
mm_wide_grip_pulldown_behind_the_neck_858,mm,back,Back,Спина,גב,cable,Wide-Grip Pulldown Behind The Neck,Тяга верхнего блока за голову широким хватом,"משיכת מקבילים עם משקולת עליה מאחורי הראש, באחיזה רחבה",compound,strength,yes,yes
mm_wide_grip_rear_pull_up_859,mm,back,Back,Спина,גב,bodyweight,Wide-Grip Rear Pull-Up,Подтягивание широким хватом к груди,משיכת גב רחבה לחזה,compound,strength,yes,yes
mm_wide_grip_standing_barbell_curl_860,mm,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,barbell,Wide-Grip Standing Barbell Curl,Подъем штанги на бицепс стоя широким хватом,כפיפת ברזל עם מוט על הבטן רחבה,isolation,strength,yes,yes
mm_wide_stance_barbell_squat_861,mm,legs,Legs,Ноги,רגליים,barbell,Wide Stance Barbell Squat,Приседания со штангой на ширине ног,סקווט עם מוט רחב,compound,strength,yes,yes
mm_wide_stance_stiff_legs_862,mm,legs,Legs,Ноги,רגליים,barbell,Wide Stance Stiff Legs,Широкая постановка жёсткими ногами,ריצות מהירות עם פס צר,compound,olympic weightlifting,yes,yes
mm_wind_sprints_863,mm,fullbody,Full Body,Всё тело,כל הגוף,bodyweight,Wind Sprints,Спринтерский забег,ריצות ספרינט,compound,strength,yes,yes
mm_windmills_864,mm,abdominals,Abs,Пресс,בטן,other,Windmills,Мельница,טחנות רוח,isolation,stretching,yes,yes
mm_worlds_greatest_stretch_865,mm,stretching,Stretching,Растяжка,מתיחות,other,World's Greatest Stretch,Растяжка величайшего в мире,מתיחת העולם הגדולה ביותר,isolation,stretching,yes,yes
mm_wrist_circles_866,mm,forearms,Forearms,Предплечья,אמות ידיים,bodyweight,Wrist Circles,Круговые движения запястий,סיבובי פרק כף היד,isolation,stretching,yes,yes
mm_wrist_roller_867,mm,forearms,Forearms,Предплечья,אמות ידיים,other,Wrist Roller,Ролик для запястий,גלגל לפרק כף היד,isolation,strength,yes,yes
mm_wrist_rotations_with_straight_bar_868,mm,forearms,Forearms,Предплечья,אמות ידיים,barbell,Wrist Rotations with Straight Bar,Вращения запястий со штангой,סיבובי פרק כף יד עם מוט,isolation,strength,yes,yes
mm_yoke_walk_869,mm,legs,Legs,Ноги,רגליים,other,Yoke Walk,Ходьба с фермерской ходьбой,הליכה עם יוק,compound,strongman,yes,yes
mm_zercher_squats_870,mm,legs,Legs,Ноги,רגליים,barbell,Zercher Squats,Приседания Зерчер,סקווט זרכר,compound,strength,yes,yes
mm_zottman_curl_871,mm,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,Zottman Curl,Сгибание рук на бицепс Цоттмана,כיפוש זוטמן,isolation,strength,yes,yes
mm_zottman_preacher_curl_872,mm,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,Zottman Preacher Curl,Сгибание рук на бицепс Цоттмана на скамье-preacher,כיפוש זוטמן על ספסל כומש,isolation,strength,yes,yes
pg_לחיצת_חזה_בשכיבה_כנגד_משקולות_0,pg,chest,Chest,Грудь,חזה,dumbbells,Barbell Bench Press,Жим лежа со штангой,לחיצת חזה בשכיבה כנגד משקולות,compound,,yes,yes
pg_לחיצת_חזה_בשכיבה_שיפוע_חיובי_כנגד_משקולות_1,pg,chest,Chest,Грудь,חזה,dumbbells,Incline Barbell Bench Press,Жим лежа на наклонной скамье со штангой,"לחיצת חזה בשכיבה, שיפוע חיובי כנגד משקולות",compound,,yes,yes
pg_לחיצת_חזה_בשכיבה_על_בוסו_פיטבול_כנגד_משקולות_3,pg,chest,Chest,Грудь,חזה,dumbbells,Barbell Bench Press on Bosu/Fitball,Жим лежа на bosu/fitball со штангой,לחיצת חזה בשכיבה על בוסו / פיטבול כנגד משקולות,compound,,yes,yes
pg_לחיצת_חזה_בשכיבה_על_פיטבול_שיפוע_חיובי_כנגד_משקולו_4,pg,chest,Chest,Грудь,חזה,dumbbells,Incline Barbell Bench Press on Fitball,Жим лежа на наклонном fitball со штангой,לחיצת חזה בשכיבה על פיטבול שיפוע חיובי כנגד משקולות,compound,,yes,yes
pg_פרפר_בשכיבה_שיפוע_שלילי_כנגד_משקולות_5,pg,chest,Chest,Грудь,חזה,dumbbells,Dumbbell Bench Press on Decline Bench,Жим гантелей лежа на скамье с отрицательным наклоном,"פרפר בשכיבה, שיפוע שלילי כנגד משקולות",compound,,yes,yes
pg_פרפר_בשכיבה_שיפוע_חיובי_כנגד_משקולות_7,pg,chest,Chest,Грудь,חזה,dumbbells,Incline Dumbbell Bench Press,Жим гантелей лежа на наклонной скамье,פרפר בשכיבה שיפוע חיובי כנגד משקולות,compound,,yes,yes
pg_פרפר_בשכיבה_על_פיטבול_כנגד_כייבל_קרוס_גובה_כתפיים_8,pg,chest,Chest,Грудь,חזה,dumbbells,Butterfly on a stability ball against cable cross (shoulder height),Махи в упоре на фитбол с гантелями на уровне плеч,פרפר בשכיבה על פיטבול כנגד כייבל קרוס (גובה כתפיים),isolation,,yes,yes
pg_פרפר_בשכיבה_על_בוסו_פיטבול_כנגד_משקולות_9,pg,chest,Chest,Грудь,חזה,dumbbells,Butterfly on BOSU / stability ball against dumbbells,Махи в упоре на BOSU/фитбол с гантелями,פרפר בשכיבה על בוסו / פיטבול כנגד משקולות,isolation,,yes,yes
pg_פרפר_בשכיבה_על_פיטבול_שיפוע_חיובי_כנגד_משקולות_10,pg,chest,Chest,Грудь,חזה,dumbbells,Butterfly on an inclined stability ball against dumbbells,Махи в упоре на наклонный фитбол с гантелями,פרפר בשכיבה על פיטבול שיפוע חיובי כנגד משקולות,isolation,,yes,yes
pg_לחיצת_חזה_בעמידה_כנגד_כייבל_קרוס_כבל_אמצעי_11,pg,chest,Chest,Грудь,חזה,cable,Standing chest press against cable cross mid cable,Жим стоя на среднем тросе кроссовера,לחיצת חזה בעמידה כנגד כייבל קרוס כבל אמצעי,compound,,yes,yes
pg_לחיצת_חזה_בעמידה_כנגד_כייבל_קרוס_כבל_תחתון_12,pg,chest,Chest,Грудь,חזה,cable,Standing chest press against cable cross low cable,Жим стоя на нижнем тросе кроссовера,לחיצת חזה בעמידה כנגד כייבל קרוס כבל תחתון,compound,,yes,yes
pg_לחיצת_חזה_בעמידה_כנגד_כייבל_קרוס_כבל_אליון_13,pg,chest,Chest,Грудь,חזה,cable,Standing chest press against cable cross high cable,Жим стоя на верхнем тросе кроссовера,לחיצת חזה בעמידה כנגד כייבל קרוס כבל אליון,compound,,yes,yes
pg_לחיצת_חזה_בהטיית_גוף_כנגד_כייבל_קרוס_כבל_עליון_14,pg,chest,Chest,Грудь,חזה,cable,Incline chest press against cable cross high cable,Жим в наклоне на верхнем тросе кроссовера,לחיצת חזה בהטיית גוף כנגד כייבל קרוס כבל עליון,compound,,yes,yes
pg_לחיצת_חזה_בעמידה_כנגד_כייבל_קרוס_כבל_אליון_בגובע_ח_15,pg,chest,Chest,Грудь,חזה,cable,Standing chest press against cable cross high cable at chest height,Жим стоя на верхнем тросе кроссовера в верхней точке,לחיצת חזה בעמידה כנגד כייבל קרוס כבל אליון בגובע חזה,compound,,yes,yes
pg_לחיצת_חזה_בעתיית_גוף_כנגד_כייבל_קרוס_כבל_אליון_16,pg,chest,Chest,Грудь,חזה,cable,Cable Crossover Chest Press (Low to High),Жим лежа на нижнем блоке кроссовера,לחיצת חזה בעתיית גוף כנגד כייבל קרוס כבל אליון,compound,,yes,yes
pg_פרפר_בשכיבה_כנגד_קרוסאוור_17,pg,chest,Chest,Грудь,חזה,cable,Lying Dumbbell Fly on Cable Machine,Махи в стороны лежа на блоке,פרפר בשכיבה כנגד קרוסאוור,isolation,,yes,yes
pg_לחיצת_חזה_בעמידה_כנגד_פולי_תחטון_כל_יד_בנפרד_18,pg,chest,Chest,Грудь,חזה,cable,Standing Cable Chest Press (High Pulley) (One Arm at a Time),Жим стоя на верхнем блоке (каждой рукой отдельно),לחיצת חזה בעמידה כנגד פולי תחטון (כל יד בנפרד),compound,,yes,yes
pg_לחיצת_חזה_בעמידה_כנגד_פולי_אמצעי_כל_יד_בנפרד_20,pg,chest,Chest,Грудь,חזה,cable,Standing cable chest press (each arm separately),Жим гантелей стоя на средний блок (каждой рукой поочередно),לחיצת חזה בעמידה כנגד פולי אמצעי (כל יד בנפרד),compound,,yes,yes
pg_פרפר_בעמידה_כנגד_כייבל_קרוס_כבל_תחתון_21,pg,chest,Chest,Грудь,חזה,cable,Standing cable fly (low cable),Бабочка стоя на нижний блок кроссовера,פרפר בעמידה כנגד כייבל קרוס כבל תחתון,isolation,,yes,yes
pg_פרפר_בעמידה_כנגד_כייבל_קרוס_כבל_עליון_22,pg,chest,Chest,Грудь,חזה,cable,Standing cable fly (high cable),Бабочка стоя на верхний блок кроссовера,פרפר בעמידה כנגד כייבל קרוס כבל עליון,isolation,,yes,yes
pg_פרפר_בעמידה_כנגד_כייבל_קרוס_כבל_אמצעי_23,pg,chest,Chest,Грудь,חזה,cable,Standing cable fly (mid cable),Бабочка стоя на средний блок кроссовера,פרפר בעמידה כנגד כייבל קרוס כבל אמצעי,isolation,,yes,yes
pg_פרפר_בשכיבה_בשיפוע_שלילי_כנגד_קרוסאוור_כבל_תחתון_24,pg,chest,Chest,Грудь,חזה,cable,Incline decline cable fly (low cable),Бабочка на наклонной скамье с отрицательным углом на нижний блок кроссовера,פרפר בשכיבה בשיפוע שלילי כנגד קרוסאוור כבל תחתון,isolation,,yes,yes
pg_לחיצת_חזה_בשכיבה_כנגד_מוט_25,pg,chest,Chest,Грудь,חזה,barbell,Flat Barbell Bench Press,Жим лежа на горизонтальной скамье со штангой,לחיצת חזה בשכיבה כנגד מוט,compound,,yes,yes
pg_לחיצת_חזה_בשכיבה_כנגד_מוט_החיזה_צרה_נגיעה_עם_בהונו_28,pg,chest,Chest,Грудь,חזה,barbell,Close-Grip Flat Barbell Bench Press (finger touch),Жим лежа на горизонтальной скамье со штангой узким хватом (касание пальцами),לחיצת חזה בשכיבה כנגד מוט החיזה צרה (נגיעה עם בהונות),compound,,yes,yes
pg_לחיצת_חזה_בשכיבה_שיפוע_חיובי_כנגד_מוט_החיזה_צרה_נג_29,pg,chest,Chest,Грудь,חזה,barbell,Close-Grip Incline Barbell Bench Press (finger touch),Жим лежа на наклонной скамье со штангой узким хватом (касание пальцами),"לחיצת חזה בשכיבה, שיפוע חיובי כנגד מוט החיזה צרה (נגיעה עם בהונות)",compound,,yes,yes
pg_לחיצת_חזה_בשכיבה_שיפוע_שלילי_כנגד_מוט_החיזה_צרה_נג_30,pg,chest,Chest,Грудь,חזה,barbell,Incline bench press narrow grip (touch with fingertips),Жим леж узким хватом на наклонной скамье вниз (касание пальцами),לחיצת חזה בשכיבה שיפוע שלילי כנגד מוט החיזה צרה (נגיעה עם בהונות),compound,,yes,yes
pg_לחיצת_חזה_בשכיבה_כנגד_סמית_משין_31,pg,chest,Chest,Грудь,חזה,machine,Bench press on Smith machine,Жим лежа на скамье Смита,לחיצת חזה בשכיבה כנגד סמית' משין,compound,,yes,yes
pg_לחיצת_חזה_בשכיבה_שיפוע_חיובי_כנגד_סמית_משין_32,pg,chest,Chest,Грудь,חזה,machine,Incline bench press on Smith machine,Жим лежа на наклонной скамье на машине Смита,"לחיצת חזה בשכיבה, שיפוע חיובי כנגד סמית' משין",compound,,yes,yes
pg_לחיצת_חזה_בשכיבה_שיפוע_שלילי_כנגד_סמית_משין_33,pg,chest,Chest,Грудь,חזה,machine,Decline bench press on Smith machine,Жим лежа на скамье с отрицательным наклоном на машине Смита,"לחיצת חזה בשכיבה, שיפוע שלילי  כנגד סמית' משין",compound,,yes,yes
pg_לחיצת_חזה_בישיבה_כנגד_מכונה_שיפוע_תחתונה_34,pg,chest,Chest,Грудь,חזה,machine,Seated press on lower incline,Жим сидя на нижнем наклоне,"לחיצת חזה בישיבה כנגד מכונה, שיפוע תחתונה",compound,,yes,yes
pg_לחיצת_חזה_בישיבה_שיפוע_אמצעי_כנגד_מכונה_35,pg,chest,Chest,Грудь,חזה,machine,Seated chest press on incline machine,Жим сидя на наклонной скамье в тренажере,"לחיצת חזה בישיבה, שיפוע אמצעי כנגד מכונה",compound,,yes,yes
pg_פרפר_בישיבה_כנגד_מכונה_36,pg,chest,Chest,Грудь,חזה,machine,Seated butterfly machine,Бабочка сидя в тренажере,פרפר בישיבה כנגד מכונה,isolation,,yes,yes
pg_פרפר_בישיבה_כנגד_מכונה_בעתייה_קדימה_37,pg,chest,Chest,Грудь,חזה,machine,Seated butterfly machine with forward lean,Бабочка сидя в тренажере с упором вперед,פרפר בישיבה כנגד מכונה בעתייה קדימה,isolation,,yes,yes
pg_שכיבות_סמיכה_38,pg,chest,Chest,Грудь,חזה,bodyweight,Dips,Отжимания на брусьях,שכיבות סמיכה,compound,,yes,yes
pg_שכיבות_שמיחה_רגליים_על_הספה_39,pg,chest,Chest,Грудь,חזה,bodyweight,Push-ups with feet on the sofa,Отжимания с ногами на диване,שכיבות שמיחה רגליים על הספה,compound,,yes,yes
pg_שכיבות_שמיחה_ידיים_על_הספה_40,pg,chest,Chest,Грудь,חזה,bodyweight,Couch push-ups,Отжимания на диване,שכיבות שמיחה ידיים על הספה,compound,,yes,yes
pg_שכיבות_סמיכה_ידיים_על_הפיטבול_רגליים_על_הספה_41,pg,chest,Chest,Грудь,חזה,bodyweight,"Incline push-ups on a stability ball, feet on the couch","Отжимания на фитболе, ноги на диване","שכיבות סמיכה ידיים על הפיטבול, רגליים על הספה",compound,,yes,yes
pg_שכיבות_שמיחה_רגליים_על_הפיטבול_42,pg,chest,Chest,Грудь,חזה,bodyweight,Decline push-ups on a stability ball,"Отжимания на фитболе, ноги на фитболе",שכיבות שמיחה רגליים על הפיטבול,compound,,yes,yes
pg_שכיבות_שמיחה_ידיים_על_הפיטבול_43,pg,chest,Chest,Грудь,חזה,bodyweight,Push-ups on a stability ball,Отжимания на фитболе,שכיבות שמיחה ידיים על הפיטבול,compound,,yes,yes
pg_מקבילים_רחב_45,pg,back,Back,Спина,גב,bodyweight,Wide Grip Pull-up,Широкий хват,מקבילים רחב,compound,,yes,yes
pg_חתירה_בשכיבה_על_הבטן_שיפוע_קל_כנגד_משקולות_46,pg,back,Back,Спина,גב,dumbbells,Incline Dumbbell Row,Горизонтальная тяга лёжа на наклонной скамье с гантелью,חתירה בשכיבה על הבטן שיפוע קל כנגד משקולות,isolation,,yes,yes
pg_פשיטת_כתף_בשכיבה_כנגד_משקולת_47,pg,shoulders,Shoulders,Плечи,כתפיים,dumbbells,Lying Dumbbell Shoulder Press,Подъём гантели на плечи лёжа,פשיטת כתף בשכיבה כנגד משקולת,isolation,,yes,yes
pg_חתירה_בהטיית_גוף_כנגד_משקולת_כל_יד_בנפרד_48,pg,back,Back,Спина,גב,dumbbells,Bent-Over Dumbbell Row (One Arm),Тяга в наклоне с гантелью поочерёдно,חתירה בהטיית גוף כנגד משקולת כל יד בנפרד,isolation,,yes,yes
pg_פשיטת_כתף_בשכיבה_בשיפוע_שלילי_כנגד_משקולת_49,pg,shoulders,Shoulders,Плечи,כתפיים,dumbbells,Decline Dumbbell Shoulder Press,Подъём гантели на плечи лёжа на наклонной скамье вниз,פשיטת כתף בשכיבה בשיפוע שלילי כנגד משקולת,isolation,,yes,yes
pg_חתירה_בישיבה_בהתיית_גוף_לפנים_כנגד_משקולות_50,pg,back,Back,Спина,גב,dumbbells,Seated row with body forward and dumbbells,"Гребля сидя, наклон корпуса вперед с гантелями",חתירה בישיבה בהתיית גוף לפנים כנגד משקולות,isolation,,yes,yes
pg_פשיטת_כתף_בשכיבה_על_fitball_כנגד_משקולת_51,pg,shoulders,Shoulders,Плечи,כתפיים,dumbbells,Dumbbell shoulder press on a FITBALL,Подъем плеч лежа на фитболе с гантелью,פשיטת כתף בשכיבה על FITBALL כנגד משקולת,isolation,,yes,yes
pg_משיכה_בישיבה_כנגד_פולי_עליון_באחיזה_צרהרחבה_לחזה_52,pg,back,Back,Спина,גב,cable,Seated pull to the upper pulley with a narrow/wide grip to the chest,Тяга сидя к верхнему блоку узким/широким хватом к груди,משיכה בישיבה כנגד פולי עליון באחיזה צרה\רחבה  לחזה,isolation,,yes,yes
pg_חתירה_בשכיבה_על_הגב_כנגד_פולי_עליון_רחב_צר_יד_יד_53,pg,back,Back,Спина,גב,cable,Lying row to the upper pulley with a wide/narrow/hand-to-hand grip,Гребля лежа на спине к верхнему блоку широким/узким/нейтральным хватом,חתירה בשכיבה על הגב כנגד פולי עליון רחב \ צר \ יד-יד,compound,,yes,yes
pg_פשיטת_כתף_בעמידה_כנגד_פולי_עליון_פנים_לפולי_גב_לפו_54,pg,shoulders,Shoulders,Плечи,כתפיים,cable,Standing shoulder press to the upper pulley facing the pulley/away from the pulley,Подъем плеч стоя к верхнему блоку лицом/спиной к блоку,פשיטת כתף בעמידה כנגד פולי עליון  פנים לפולי \ גב לפולי,compound,,yes,yes
pg_משיכה_בישיבה_כנגד_פולי_עליון_באחיזה_צרהרחבה_לחזה_א_55,pg,back,Back,Спина,גב,cable,Seated cable row to upper chest with narrow/wide grip reverse grip,Тяга в сидении к верхнему блоку узким/широким хватом к груди обратным хватом,משיכה בישיבה כנגד פולי עליון באחיזה צרה\רחבה  לחזה אחיזה הפוכה,compound,,yes,yes
pg_חתירה_בהטיית_גוף_כנגד_פולי_תחתון_56,pg,back,Back,Спина,גב,cable,Cable row with body lean to low pulley,Гребля с наклоном тела к нижнему блоку,חתירה בהטיית גוף כנגד פולי תחתון,compound,,yes,yes
pg_פשיטת_כתף_בשכיבה_כנגד_פולי_שיפועים_שונים_57,pg,chest,Chest,Грудь,חזה,cable,Incline dumbbell fly (various inclines),Разводка гантелей лежа на наклонной скамье (разные углы),פשיטת כתף בשכיבה כנגד פולי (שיפועים שונים),isolation,,yes,yes
pg_משיכה_בישיבה_כנגד_פולי_עליון_באחיזה_רחבה_לעורף_58,pg,back,Back,Спина,גב,cable,Seated cable row to upper chest with wide grip to the back of the neck,Тяга в сидении к верхнему блоку широким хватом к затылку,משיכה בישיבה כנגד פולי עליון באחיזה רחבה לעורף,compound,,yes,yes
pg_חתירה_בעמידה_על_בוסו_כנגד_פולי_תחתון_59,pg,back,Back,Спина,גב,cable,Standing row on BOSU against low pulley,Гребля в стойке на BOSU против нижнего блока,חתירה בעמידה על בוסו כנגד פולי תחתון,compound,,yes,yes
pg_פשיטת_כתף_בשכיבה_בשיפוע_שלילי_כנגד_פולי_שיפועים_שו_60,pg,shoulders,Shoulders,Плечи,כתפיים,cable,Seated shoulder press on incline bench against pulley (different inclines),Подъем плеч в лежании на наклонной скамье против блока (разные наклоны),פשיטת כתף בשכיבה בשיפוע שלילי כנגד פולי (שיפועים שונים),compound,,yes,yes
pg_משיכה_בישיבה_כנגד_פולי_עליון_יד_יד_61,pg,back,Back,Спина,גב,cable,"Seated cable row with upper pulley, both hands",Тяга сидя верхнего блока двумя руками,משיכה בישיבה כנגד פולי עליון יד יד,compound,,yes,yes
pg_חתירה_בישיבה_כנגד_פולי_מול_בטן_באחיזה_רחבה_צרה_ידי_62,pg,back,Back,Спина,גב,cable,Seated row against cable on stomach (wide \ narrow grip) (hands together or one at a time),Гребля сидя против блока на животе (хват широкий \ узкий) (руки вместе или по одной),חתירה בישיבה כנגד פולי מול בטן באחיזה (רחבה \ צרה) (ידיים ביחד או יד אחת בנפרד),compound,,yes,yes
pg_פשיטת_כתף_בשכיבה_על_fitball_כנגד_פולי_שיפועים_שוני_63,pg,shoulders,Shoulders,Плечи,כתפיים,cable,Lying shoulder press on FITBALL against pulley (different inclines),Подъем плеч в лежании на фитболе против блока (разные наклоны),פשיטת כתף בשכיבה על FITBALL כנגד פולי (שיפועים שונים),compound,,yes,yes
pg_קירוב_כתף_בישיבה_בעמידה_על_ברכיים_כנגד_קרוסוור_פול_64,pg,legs,Legs,Ноги,רגליים,cable,Shoulder adduction in sitting/kneeling position against upper crossover band,Приведение плеч в сидящем/коленно-локтевом положении против верхнего кроссовер-эспандера,קירוב כתף בישיבה / בעמידה על ברכיים כנגד קרוסוור פולי עליון,isolation,,yes,yes
pg_חתירה_בשכיבה_על_הבטן_שיפוע_קל_כנגד_מוט_65,pg,back,Back,Спина,גב,barbell,Incline row on abs with slight incline against barbell,Тяга в наклоне на пресс с легким уклоном против штанги,חתירה בשכיבה על הבטן שיפוע קל כנגד  מוט,compound,,yes,yes
pg_פשיטת_כתף_בשכיבה_כנגד_מוט_w_h_66,pg,shoulders,Shoulders,Плечи,כתפיים,barbell,Lying shoulder abduction against barbell W/H,Отведение плеч в лежании против штанги W/H,פשיטת כתף בשכיבה כנגד מוט W \ H,compound,,yes,yes
pg_חתירה_בהטיית_גוף_כנגד_מוט_67,pg,back,Back,Спина,גב,barbell,Bent-over row against barbell,Тяга в наклоне корпуса против штанги,חתירה בהטיית גוף כנגד מוט,compound,,yes,yes
pg_פשיטת_כתף_בשכיבה_בשיפוע_שלילי_כנגד_מוט_w_h_68,pg,shoulders,Shoulders,Плечи,כתפיים,barbell,Lying shoulder abduction on incline against barbell W/H,Отведение плеч в лежании на наклонной поверхности против штанги W/H,פשיטת כתף בשכיבה בשיפוע שלילי כנגד מוט W \ H,compound,,yes,yes
pg_מתח_בגרביטרון_באחיזה_רחבהצרה_69,pg,back,Back,Спина,גב,barbell,Pull-up on gravitron with wide\narrow grip,Подтягивания на гравитроне широким\узким хватом,מתח בגרביטרון באחיזה רחבה\צרה,compound,,yes,yes
pg_חתירה_בישיבה_כנגד_מכונה_באחיזה_רחבה_צרה_70,pg,back,Back,Спина,גב,barbell,Seated row on machine with wide\narrow grip,Тяга сидя на тренажере широким\узким хватом,חתירה בישיבה כנגד מכונה  באחיזה רחבה \ צרה,compound,,yes,yes
pg_פשיטת_כתפיים_על_מתח_כנגד_משקל_גוף_עם_גומיה_71,pg,stretching,Stretching,Растяжка,מתיחות,barbell,Shoulder stretch on bar with resistance band,Разведение плеч на турнике с эспандером,פשיטת כתפיים על מתח כנגד משקל גוף עם גומיה,isolation,,yes,yes
pg_משיכה_בישיבה_כנגד_מכונה_באחיזה_צרהרחבה_לחזה_72,pg,back,Back,Спина,גב,barbell,Seated row on machine with narrow\wide grip to chest,Тяга сидя на тренажере узким\широким хватом к груди,משיכה בישיבה כנגד מכונה באחיזה צרה\רחבה לחזה,compound,,yes,yes
pg_פשיטת_כתפיים_עם_גלגל_ידני_עם_גב_ישר_73,pg,stretching,Stretching,Растяжка,מתיחות,barbell,"Shoulder stretch with manual wheel, back straight","Разведение плеч с ручным эспандером, спина прямая",פשיטת כתפיים עם גלגל ידני עם גב ישר,isolation,,yes,yes
pg_טרפזים_74,pg,back,Back,Спина,גב,barbell,Pull-ups:,Подтягивания на перекладине:,טרפזים:,compound,,yes,yes
pg_הרמת_כתף_בעמידה_כנגד_smit_mashine_מקדימהמאחורה_צרר_75,pg,back,Back,Спина,גב,barbell,"Shoulder shrug standing on Smith machine, forward\backward narrow\wide grip","Подъем плеч стоя на тренажере Смита, хват вперед\назад узкий\широкий",הרמת כתף בעמידה כנגד smit mashine מקדימה\מאחורה צר\רחב,isolation,,yes,yes
pg_הרמת_כתף_בעמידה_כנגד_משקולות_76,pg,back,Back,Спина,גב,barbell,Shoulder shrug standing with dumbbells,Подъем плеч стоя с гантелями,הרמת כתף בעמידה כנגד משקולות,isolation,,yes,yes
pg_מתח_באחיזה_רחבהצרה_שורש_כף_היד_כלפי_חוץ_או_פנים_הג_77,pg,back,Back,Спина,גב,barbell,Pull-up with wide\narrow grip (palms facing out\in),Подтягивания широким\узким хватом (ладони наружу\внутрь),מתח באחיזה רחבה\צרה (שורש כף היד כלפי חוץ או פנים הגוף),compound,,yes,yes
pg_חתירה_כנגד_משקל_גוף_ב_smit_machine_78,pg,back,Back,Спина,גב,barbell,Rowing against body weight on SMITH MACHINE,Гребля на тренажере Смита с собственным весом,חתירה כנגד משקל גוף ב SMIT MACHINE,compound,,yes,yes
pg_הרמת_כתף_בעמידה_כנגד_מוטפולי_תחתון_צררחב_מקדימהמאח_79,pg,shoulders,Shoulders,Плечи,כתפיים,barbell,"Shoulder press standing with barbell\dumbbells, narrow\wide grip, forward\backward","Подъем плеч стоя со штангой\гантелями, узким\широким хватом, вперед\назад",הרמת כתף בעמידה כנגד מוט\פולי תחתון צר\רחב  מקדימה\מאחורה,compound,,yes,yes
pg_מתח_באחיזה_רחבהצרה_כל_יד_באחיזה_שונה_80,pg,back,Back,Спина,גב,barbell,Pull-up with wide\narrow grip (each hand with a different grip),Подтягивания широким\узким хватом (каждая рука своим хватом),מתח באחיזה רחבה\צרה (כל יד באחיזה שונה),compound,,yes,yes
pg_חתירה_כנגד_משקל_גוף_ב_trx_81,pg,back,Back,Спина,גב,barbell,Rowing against body weight in TRX,Гребля на собственном весе в TRX,חתירה כנגד משקל גוף ב TRX,compound,,yes,yes
pg_קירוב_שכמות_בישיבה_כנגד_t_bar_82,pg,legs,Legs,Ноги,רגליים,cable,Seated shoulder adduction on T-bar machine,Сведение плеч сидя на тренажере T-bar,קירוב שכמות בישיבה כנגד t-bar,isolation,,yes,yes
pg_יד_קדמית_83,pg,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,other,Front hand:,Передняя рука:,יד קדמית:,isolation,,yes,yes
pg_כפיפת_מרפקים_בעמידה_בישיבה_כנגד_משקולות_84,pg,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,Standing / Seated Dumbbell Bicep Curl,Сгибание рук в упоре стоя / сидя с гантелями,כפיפת מרפקים בעמידה \ בישיבה כנגד משקולות,isolation,,yes,yes
pg_כפיפת_מרפקים_בעמידה_בישיבה_כנגד_משקולות_באחיזה_פטי_85,pg,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,Standing / Seated Dumbbell Hammer Curl,Сгибание рук в упоре стоя / сидя с гантелями в молотковом хвате,כפיפת מרפקים בעמידה \ בישיבה כנגד משקולות באחיזה פטישים,isolation,,yes,yes
